^SAMPLE = GSM913972
#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL
1425277_at	18	A
1425278_at	27.5	A
1425279_at	153.2	P
1425280_at	107.2	P
1425281_a_at	189	P
1425282_at	10.3	A
1425283_a_at	74.5	A
1425284_a_at	27.5	P
1425285_a_at	31.3	A
1425286_at	13.2	A
1425287_at	38	P
1425288_at	24.4	A
1425289_a_at	23.9	A
1425290_at	3.8	A
1425291_at	29.4	A
1425292_at	27.6	A
1425293_a_at	32.9	A
1425294_at	12.8	A
1425295_at	138.8	P
1425296_a_at	293.2	P
1425297_at	145.7	P
1425298_a_at	45.4	M
1425299_s_at	4445.4	P
1425300_at	33.1	A
1425301_at	9.4	A
1425302_at	34.2	A
1425303_at	3	A
1425304_s_at	12.2	A
1425305_at	248.7	P
1425306_at	18	A
1425307_at	15.2	A
1425308_at	37.3	A
1425309_at	48	A
1425310_a_at	15.2	A
1425311_at	80.6	P
1425312_s_at	49.7	A
1425313_at	20.1	A
1425314_at	7.4	A
1425315_at	28.7	P
1425316_at	31.3	A
1425317_x_at	2.4	A
1425318_a_at	24.4	A
1425319_s_at	422.2	P
1425320_at	34.6	A
1425321_a_at	29.2	A
1425322_at	52.4	A
1425323_a_at	933.9	P
1425324_x_at	3.6	A
1425325_at	10.5	A
1425326_at	552.7	P
1425327_at	286	P
1425328_at	411	P
1425329_a_at	650.2	P
1425330_a_at	361.2	P
1425331_at	596.7	P
1425332_at	859.9	P
1425333_at	251.1	P
1425334_at	39.1	A
1425335_at	3.9	A
1425336_x_at	2921.5	P
1425337_at	6.4	A
1425338_at	29	A
1425339_at	3.7	A
1425340_a_at	911.2	P
1425341_at	2.8	A
1425342_a_at	5.2	A
1425343_at	127.9	A
1425344_at	73.4	P
1425345_at	19.8	A
1425346_at	255	P
1425347_a_at	16.8	A
1425348_a_at	539.1	P
1425349_a_at	49.8	P
1425350_a_at	208.9	P
1425351_at	258	P
1425352_at	52.6	P
1425353_at	35.2	A
1425354_a_at	1819.1	P
1425355_at	4.1	A
1425356_at	39.5	P
1425357_a_at	38	P
1425358_at	105.2	P
1425359_at	32.9	A
1425360_at	59.8	A
1425361_at	136.4	P
1425362_at	185.7	P
1425363_at	102.2	P
1425364_a_at	1903.1	P
1425365_a_at	3.2	A
1425366_a_at	116.5	A
1425367_at	215.7	A
1425368_a_at	210	P
1425369_a_at	12.1	A
1425370_a_at	6.4	A
1425371_at	118.6	A
1425372_at	37.6	P
1425373_a_at	1784	P
1425374_at	130	A
1425375_at	2.5	A
1425376_at	19.6	A
1425377_at	21.1	A
1425378_at	34.6	P
1425379_at	17.9	A
1425380_at	10.3	A
1425381_a_at	114.3	A
1425382_a_at	22.6	A
1425383_a_at	87.4	A
1425384_a_at	181.7	P
1425385_a_at	39.6	A
1425386_at	1397.3	P
1425387_at	32.7	A
1425388_a_at	134	P
1425389_a_at	35.9	P
1425390_at	37.5	A
1425391_a_at	5.3	A
1425392_a_at	5.1	A
1425393_a_at	3.1	A
1425394_at	13.7	A
1425395_at	1.3	A
1425396_a_at	72.4	P
1425397_at	55.3	A
1425398_at	16.8	A
1425399_at	75.8	M
1425400_a_at	14.9	A
1425401_at	17	A
1425402_at	39	A
1425403_at	17.2	A
1425404_a_at	158.9	A
1425405_a_at	275.3	P
1425406_at	713.9	P
1425407_s_at	4683.8	P
1425408_a_at	5	A
1425409_at	11	A
1425410_at	84.8	P
1425411_at	22.7	A
1425412_at	138.6	A
1425413_at	44.2	P
1425414_at	4	A
1425415_a_at	21.7	P
1425416_s_at	78.6	A
1425417_x_at	13.5	A
1425418_at	22.6	A
1425419_a_at	654.1	P
1425420_s_at	16.9	A
1425421_at	51.2	P
1425422_a_at	171.7	M
1425423_at	54.1	A
1425424_at	26.3	A
1425425_a_at	15.1	P
1425426_a_at	89.6	A
1425427_at	5.5	A
1425428_at	94.9	A
1425429_s_at	68.3	M
1425430_at	2.2	A
1425431_at	7.8	A
1425432_at	15.5	A
1425433_a_at	39.1	A
1425434_a_at	1248.8	P
1425435_at	311.1	P
1425436_x_at	107.4	P
1425437_a_at	11	A
1425438_at	3.7	A
1425439_a_at	158.8	P
1425440_x_at	7.3	A
1425441_at	36.4	A
1425442_at	48.4	A
1425443_at	7.7	A
1425444_a_at	35.9	A
1425445_a_at	48.6	A
1425446_at	29.1	P
1425447_at	10.1	A
1425448_x_at	2033.3	P
1425449_at	17.7	A
1425450_at	29.8	A
1425451_s_at	304.1	P
1425452_s_at	1	A
1425453_x_at	0.6	A
1425454_a_at	20.9	A
1425455_a_at	1070.3	P
1425456_a_at	594.9	P
1425457_a_at	61.8	A
1425458_a_at	255.1	P
1425459_at	209.1	P
1425460_at	268.5	P
1425461_at	223.9	P
1425462_at	892.5	P
1425463_at	28.7	A
1425464_at	46.1	A
1425465_a_at	531	P
1425466_at	854	P
1425467_a_at	278.2	A
1425468_at	4	A
1425469_a_at	212.8	A
1425470_at	8.7	A
1425471_x_at	45.9	A
1425472_a_at	979	P
1425473_at	585	P
1425474_a_at	84.2	P
1425475_at	353.4	P
1425476_at	933.1	P
1425477_x_at	374.1	P
1425478_x_at	8.4	A
1425479_at	247	A
1425480_at	846.7	P
1425481_at	279.8	P
1425482_s_at	220.6	P
1425483_at	27	P
1425484_at	18.4	A
1425485_at	571	P
1425486_s_at	1736.7	P
1425487_at	360.1	P
1425488_at	360	P
1425489_at	18.2	A
1425490_a_at	89.3	P
1425491_at	32.6	A
1425492_at	43.2	A
1425493_at	36.2	P
1425494_s_at	2.1	A
1425495_at	271.5	P
1425496_at	178.2	P
1425497_a_at	697.5	P
1425498_at	1239.2	P
1425499_at	1.4	A
1425500_x_at	6.7	A
1425501_at	14.3	A
1425502_x_at	3.6	A
1425503_at	69.3	P
1425504_at	5.3	A
1425505_at	15.3	A
1425506_at	29.7	A
1425507_at	697.8	P
1425508_s_at	427.3	P
1425509_at	4.8	A
1425510_at	1.6	A
1425511_at	3.3	A
1425512_at	126.7	A
1425513_at	9.4	A
1425514_at	272.4	P
1425515_at	210.6	P
1425516_at	471.2	P
1425517_s_at	468.5	P
1425518_at	13.4	A
1425519_a_at	2642.3	P
1425520_a_at	127.2	P
1425521_at	25	P
1425522_at	30.6	A
1425523_at	635.2	P
1425524_at	11.6	A
1425525_a_at	272.3	P
1425526_a_at	4.8	A
1425527_at	7.2	A
1425528_at	0.6	A
1425529_s_at	439.2	P
1425530_a_at	0.9	A
1425531_at	729.1	P
1425532_a_at	422.2	P
1425533_a_at	212.8	P
1425534_at	47.4	A
1425535_at	4.4	A
1425536_at	406.2	P
1425537_at	209.2	P
1425538_x_at	67.5	P
1425539_a_at	1715.7	P
1425540_at	0.6	A
1425541_at	55.9	P
1425542_a_at	1661.7	P
1425543_s_at	47.9	A
1425544_at	33.1	A
1425545_x_at	5726.8	P
1425546_a_at	158.3	P
1425547_a_at	119.9	A
1425548_a_at	1767.7	P
1425549_at	19	A
1425550_a_at	1800.8	P
1425551_at	26.5	A
1425552_at	37.8	A
1425553_s_at	7.1	A
1425554_a_at	1158.8	P
1425555_at	24	P
1425556_at	8.2	A
1425557_x_at	176.4	P
1425558_at	6.4	A
1425559_a_at	43.8	A
1425560_a_at	121.6	A
1425561_at	411.3	P
1425562_s_at	1156.5	P
1425563_s_at	38.1	A
1425564_at	4	A
1425565_at	186.8	P
1425566_at	16.5	A
1425567_a_at	5401.7	P
1425568_a_at	2604.8	P
1425569_a_at	6.1	A
1425570_at	24.6	A
1425571_at	2.8	A
1425572_a_at	519.5	P
1425573_a_at	84.6	A
1425574_at	1.6	A
1425575_at	0.1	A
1425576_at	401.5	P
1425577_at	161.3	P
1425578_a_at	126.8	P
1425579_at	248.1	P
1425580_a_at	485	P
1425581_s_at	733.4	P
1425582_a_at	9.9	A
1425583_at	35.8	A
1425584_x_at	110.3	P
1425585_at	220.9	P
1425586_a_at	0.8	A
1425587_a_at	61	A
1425588_at	47.4	A
1425589_at	39.7	A
1425590_s_at	7.3	A
1425591_a_at	2208.9	P
1425592_at	119.9	P
1425593_at	125.8	P
1425594_at	47.6	A
1425595_at	25.5	A
1425596_at	3.9	A
1425597_a_at	81.9	P
1425598_a_at	669.6	P
1425599_a_at	394.2	P
1425600_a_at	35.8	A
1425601_a_at	1.6	A
1425602_a_at	57.1	A
1425603_at	31.5	A
1425604_at	3.2	A
1425605_a_at	46.9	A
1425606_at	29.5	P
1425607_at	101	A
1425608_at	142.2	P
1425609_at	443.8	P
1425610_s_at	249.4	P
1425611_a_at	173.2	P
1425612_at	10.3	A
1425613_at	27.6	A
1425614_x_at	3581.4	P
1425615_a_at	182.5	M
1425616_a_at	777.2	P
1425617_at	422.1	P
1425618_at	9.1	A
1425619_s_at	17.1	M
1425620_at	24.3	A
1425621_at	167.3	P
1425622_at	32.4	A
1425623_a_at	6.7	A
1425624_at	42	P
1425625_at	30.6	A
1425626_at	99.5	A
1425627_x_at	75.1	M
1425628_a_at	1401.7	P
1425629_a_at	314.8	M
1425630_at	31.2	A
1425631_at	15.5	A
1425632_a_at	199.6	P
1425633_at	11	A
1425634_a_at	28.1	A
1425635_at	38.9	A
1425636_at	26.7	A
1425637_at	19.2	A
1425638_at	29.3	A
1425639_at	44.7	P
1425640_at	33.4	A
1425641_at	40.3	P
1425642_at	80.8	P
1425643_at	3.1	A
1425644_at	1.4	A
1425645_s_at	32.5	A
1425646_at	65.8	P
1425647_at	11.6	A
1425648_at	64.2	A
1425649_at	137.4	P
1425650_at	114.5	P
1425651_at	33	P
1425652_s_at	11.8	P
1425653_at	29.6	A
1425654_a_at	65.9	A
1425655_at	2.2	A
1425656_a_at	278.6	P
1425657_at	6	A
1425658_at	329.8	P
1425659_at	22.9	A
1425660_at	109.8	P
1425661_at	52.5	A
1425662_at	24.1	A
1425663_at	296.5	P
1425664_at	56.2	A
1425665_a_at	2177.3	P
1425666_at	21.6	P
1425667_at	8.1	A
1425668_a_at	148.4	P
1425669_at	96.3	P
1425670_at	46.4	M
1425671_at	13.7	A
1425672_a_at	3.4	A
1425673_at	69.4	A
1425674_a_at	1856.1	P
1425675_s_at	61.4	A
1425676_a_at	1738.4	P
1425677_a_at	10.5	A
1425678_a_at	185.8	P
1425679_a_at	4	A
1425680_a_at	146.1	P
1425681_a_at	3	A
1425682_a_at	444.5	P
1425683_at	1	A
1425684_at	106.1	P
1425685_at	24.4	A
1425686_at	264.7	P
1425687_at	32.9	P
1425688_a_at	7.2	A
1425689_at	64.2	P
1425690_at	2.7	A
1425691_at	16.4	A
1425692_a_at	21.5	A
1425693_at	105.1	P
1425694_at	2	A
1425695_at	7	A
1425696_at	30.4	A
1425697_at	14.1	A
1425698_a_at	56.9	P
1425699_a_at	351.8	A
1425700_at	34.1	A
1425701_a_at	61	A
1425702_a_at	24.9	A
1425703_at	5	A
1425704_at	191.4	P
1425705_a_at	255.4	P
1425706_a_at	117.8	P
1425707_a_at	7.8	A
1425708_at	2.5	A
1425709_at	1.8	A
1425710_a_at	5.8	A
1425711_a_at	492.5	P
1425712_at	7.4	A
1425713_a_at	232.2	P
1425714_a_at	1615.9	P
1425715_at	54.4	A
1425716_s_at	70.3	A
1425717_at	23	A
1425718_a_at	6906.4	P
1425719_a_at	345.3	P
1425720_at	17.7	P
1425721_at	97.1	P
1425722_at	13.4	A
1425723_at	35.6	A
1425724_at	64.3	A
1425725_s_at	158.8	P
1425726_x_at	191.5	P
1425727_at	23.4	A
1425728_at	74	M
1425729_at	17.9	A
1425730_at	32.7	A
1425731_at	149.4	P
1425732_a_at	173.2	P
1425733_a_at	66.3	A
1425734_a_at	84.3	A
1425735_at	12.3	A
1425736_at	249.8	P
1425737_at	14	A
1425738_at	10.1	A
1425739_at	63.6	P
1425740_at	10.2	A
1425741_at	117.9	P
1425742_a_at	5221.6	P
1425743_at	14.6	A
1425744_a_at	1.5	A
1425745_a_at	283.8	P
1425746_at	3.8	A
1425747_at	617.9	P
1425748_at	52	A
1425749_at	20.3	P
1425750_a_at	136	A
1425751_at	31.4	A
1425752_at	15.1	A
1425753_a_at	456.8	P
1425754_a_at	0.2	A
1425755_at	46	P
1425756_at	3.3	A
1425757_a_at	1	A
1425758_a_at	21.5	A
1425759_at	10	A
1425760_a_at	223.5	P
1425761_a_at	1718	P
1425762_a_at	169.5	A
1425763_x_at	38.1	A
1425764_a_at	250.9	P
1425765_at	25.4	A
1425766_x_at	14.9	A
1425767_a_at	30.4	A
1425768_at	25.9	A
1425769_x_at	166.8	P
1425770_at	5.9	A
1425771_at	26	A
1425772_at	0.7	A
1425773_s_at	82.8	P
1425774_at	35.5	A
1425775_at	1	A
1425776_a_at	120	P
1425777_at	75.9	A
1425778_at	40.7	P
1425779_a_at	5.9	A
1425780_a_at	2875.2	P
1425781_a_at	53.8	P
1425782_at	49.9	A
1425783_at	10.8	A
1425784_a_at	648.5	P
1425785_a_at	102.2	A
1425786_a_at	21.5	A
1425787_a_at	38.7	M
1425788_a_at	49.3	A
1425789_s_at	61	A
1425790_a_at	2.4	A
1425791_at	42.2	P
1425792_a_at	1.3	A
1425793_a_at	3.5	A
1425794_at	28.9	A
1425795_a_at	493.8	P
1425796_a_at	37.3	A
1425797_a_at	339.9	P
1425798_a_at	433.3	P
1425799_at	19.5	A
1425800_at	3.7	A
1425801_x_at	730.1	P
1425802_a_at	19.6	A
1425803_a_at	422.4	P
1425804_at	33	A
1425805_a_at	187.5	P
1425806_a_at	524	P
1425807_at	20.6	A
1425808_a_at	5.4	A
1425809_at	20.5	A
1425810_a_at	308.5	P
1425811_a_at	665.3	P
1425812_a_at	9.3	A
1425813_at	1.5	A
1425814_a_at	3791.8	P
1425815_a_at	1229.7	P
1425816_at	2	A
1425817_a_at	23.6	A
1425818_at	29.5	P
1425819_at	40.5	A
1425820_x_at	374.7	P
1425821_at	60.5	P
1425822_a_at	78	A
1425823_at	22.7	A
1425824_a_at	24.4	A
1425825_at	49	A
1425826_a_at	77.6	A
1425827_at	99	A
1425828_at	3.9	A
1425829_a_at	15.1	A
1425830_a_at	572.1	P
1425831_at	40.2	P
1425832_a_at	78.8	P
1425833_a_at	7.7	A
1425834_a_at	92.2	A
1425835_a_at	76.5	A
1425836_a_at	17.4	A
1425837_a_at	443	P
1425838_at	73.7	M
1425839_at	39.4	P
1425840_a_at	3.2	A
1425841_at	5.3	A
1425842_at	1.1	A
1425843_at	61.1	A
1425844_a_at	478	P
1425845_a_at	304	P
1425846_a_at	27.8	P
1425847_a_at	27	P
1425848_a_at	6.9	A
1425849_at	30.2	A
1425850_a_at	111.7	P
1425851_a_at	16.3	A
1425852_at	37.3	A
1425853_s_at	6	A
1425854_x_at	2.5	A
1425855_a_at	271.8	P
1425856_at	10.8	A
1425857_at	46.4	A
1425858_at	126	P
1425859_a_at	2339.9	P
1425860_x_at	843.6	P
1425861_x_at	2	A
1425862_a_at	157.6	P
1425863_a_at	352.8	P
1425864_a_at	5	A
1425865_a_at	136.8	P
1425866_a_at	14.3	A
1425867_at	41.3	A
1425868_at	44.2	A
1425869_a_at	326.3	P
1425870_a_at	18.5	A
1425871_a_at	19.7	A
1425872_at	10.2	A
1425873_a_at	5	A
1425874_at	2.6	A
1425875_a_at	30.8	A
1425876_a_at	170.2	P
1425877_at	15	A
1425878_at	1.2	A
1425879_at	43.8	P
1425880_x_at	4.4	A
1425881_at	37.4	P
1425882_at	99.2	A
1425883_at	15.1	A
1425884_at	146.2	A
1425885_a_at	269.5	A
1425886_at	31.8	A
1425887_at	5.6	A
1425888_at	40	A
1425889_at	4.9	A
1425890_at	65.1	A
1425891_a_at	13.6	A
1425892_a_at	60.4	A
1425893_a_at	22	A
1425894_at	47.4	A
1425895_a_at	252.4	P
1425896_a_at	26.2	P
1425897_at	18.6	A
1425898_x_at	5.8	A
1425899_a_at	34	A
1425900_at	29.6	A
1425901_at	50.9	A
1425902_a_at	668.1	P
1425903_at	2.4	A
1425904_at	15.3	A
1425905_at	2.6	A
1425906_a_at	8.6	A
1425907_s_at	146.5	P
1425908_at	6.5	A
1425909_at	26.1	A
1425910_at	6.2	A
1425911_a_at	244.9	P
1425912_at	32.1	A
1425913_a_at	6.6	A
1425914_a_at	7	A
1425915_at	7.1	A
1425916_at	55.1	A
1425917_at	132.4	M
1425918_at	82.7	P
1425919_at	43.4	P
1425920_at	16	A
1425921_a_at	243.8	P
1425922_a_at	19.4	A
1425923_at	6.9	A
1425924_at	20.3	A
1425925_at	5.2	A
1425926_a_at	7	A
1425927_a_at	124.6	P
1425928_at	19.6	A
1425929_a_at	379.4	P
1425930_a_at	452.5	P
1425931_a_at	10.8	A
1425932_a_at	181.4	P
1425933_a_at	648	P
1425934_a_at	161.5	P
1425935_at	6.9	A
1425936_a_at	45.1	A
1425937_a_at	1140.7	P
1425938_a_at	11.2	A
1425939_at	24.3	M
1425940_a_at	101.9	P
1425941_a_at	45	P
1425942_a_at	18.7	P
1425943_at	38.3	A
1425944_a_at	131.7	P
1425945_at	2.1	A
1425946_at	49.7	A
1425947_at	1.2	A
1425948_a_at	49.6	A
1425949_at	1.1	A
1425950_at	87	P
1425951_a_at	609	P
1425952_a_at	1.6	A
1425953_at	5.2	A
1425954_a_at	165.3	A
1425955_at	49.5	A
1425956_a_at	354.9	P
1425957_x_at	10.4	A
1425958_at	259.5	P
1425959_x_at	0.5	A
1425960_s_at	1.3	A
1425961_at	15	A
1425962_at	18	A
1425963_at	2.6	A
1425964_x_at	5	A
1425965_at	14.4	A
1425966_x_at	2156.1	P
1425967_a_at	4.9	A
1425968_s_at	66.6	P
1425969_a_at	288.7	P
1425970_a_at	16.8	A
1425971_at	42.4	A
1425972_a_at	414.5	P
1425973_at	9.3	A
1425974_a_at	1274.9	P
1425975_a_at	37.8	A
1425976_x_at	5.3	A
1425977_a_at	1056.6	P
1425978_at	3.4	A
1425979_a_at	125.6	P
1425980_at	42.3	A
1425981_a_at	281.9	P
1425982_a_at	83	P
1425983_x_at	263.4	A
1425984_at	4.6	A
1425985_s_at	5.6	A
1425986_a_at	89.6	P
1425987_a_at	51.7	A
1425988_a_at	100.1	A
1425989_a_at	61.8	A
1425990_a_at	23.5	A
1425991_a_at	59.3	A
1425992_at	29	A
1425993_a_at	1158.1	P
1425994_a_at	16.7	A
1425995_s_at	13.3	A
1425996_a_at	199.6	P
1425997_a_at	170.1	M
1425998_at	2.6	A
1425999_at	1.2	A
1426000_at	42	A
1426001_at	5.1	A
1426002_a_at	307.5	P
1426003_at	18	A
1426004_a_at	115.3	A
1426005_at	2	A
1426006_at	49.4	A
1426007_a_at	4.8	A
1426008_a_at	26.7	P
1426009_a_at	142	P
1426010_a_at	5.4	A
1426011_a_at	691.4	P
1426012_a_at	235	P
1426013_s_at	20.7	A
1426014_a_at	37	A
1426015_s_at	102.4	P
1426016_a_at	49.5	A
1426017_a_at	208.2	P
1426018_a_at	22.2	P
1426019_at	6	A
1426020_at	8.5	A
1426021_a_at	83.6	P
1426022_a_at	96.7	P
1426023_a_at	120.8	P
1426024_a_at	34.5	A
1426025_s_at	1737	P
1426026_at	32.7	A
1426027_a_at	148.2	P
1426028_a_at	6.5	A
1426029_a_at	25.5	A
1426030_a_at	542.8	P
1426031_a_at	7.6	A
1426032_at	14.8	A
1426033_at	11.1	A
1426034_a_at	37.1	A
1426035_at	7.3	A
1426036_a_at	0.5	A
1426037_a_at	8.4	A
1426038_at	1.3	A
1426039_a_at	83.4	P
1426040_a_at	71.6	P
1426041_a_at	28.8	A
1426042_at	10.2	A
1426043_a_at	12.7	A
1426044_a_at	2.7	A
1426045_at	30	A
1426046_a_at	191	P
1426047_a_at	27.3	A
1426048_s_at	23.5	A
1426049_a_at	102.3	P
1426050_at	1.4	A
1426051_a_at	506.2	P
1426052_at	91.6	P
1426053_a_at	208.2	P
1426054_at	46.4	A
1426055_a_at	175.4	A
1426056_at	20.4	A
1426057_a_at	10.8	A
1426058_a_at	3.9	A
1426059_at	9.1	A
1426060_at	109.8	P
1426061_x_at	35.7	A
1426062_a_at	130.5	P
1426063_a_at	31.1	A
1426064_at	9.9	A
1426065_a_at	44	A
1426066_a_at	14.9	A
1426067_x_at	269.4	A
1426068_at	221.6	P
1426069_s_at	43.8	A
1426070_a_at	3.5	A
1426071_at	26.1	A
1426072_at	4.5	A
1426073_at	38.5	P
1426074_at	17.5	A
1426075_at	21.2	A
1426076_at	67.2	P
1426077_at	7.2	A
1426078_a_at	432.2	P
1426079_at	11.4	A
1426080_a_at	62.5	A
1426081_a_at	104.5	P
1426082_a_at	42.9	A
1426083_a_at	6108.2	P
1426084_a_at	745.7	P
1426085_a_at	324.6	P
1426086_a_at	152	P
1426087_at	38.9	P
1426088_at	5700	P
1426089_a_at	770.4	P
1426090_a_at	109.3	P
1426091_a_at	8.5	A
1426092_a_at	30.5	A
1426093_at	21.7	A
1426094_at	36.9	A
1426095_a_at	171.8	P
1426096_at	6.4	A
1426097_a_at	47	A
1426098_a_at	349.3	P
1426099_at	1.4	A
1426100_a_at	123.1	P
1426101_at	7.2	A
1426102_at	0.9	A
1426103_a_at	2.3	A
1426104_at	7.9	A
1426105_a_at	28.5	A
1426106_a_at	47.2	A
1426107_at	16.9	A
1426108_s_at	6.6	A
1426109_a_at	96.4	P
1426110_a_at	34.4	A
1426111_x_at	623.8	P
1426112_a_at	707.1	P
1426113_x_at	75.2	A
1426114_at	2654.1	P
1426115_a_at	4.1	A
1426116_at	2.2	A
1426117_a_at	52.8	A
1426118_a_at	837	P
1426119_at	3.7	A
1426120_a_at	48.2	A
1426121_at	11.1	A
1426122_a_at	53.9	A
1426123_a_at	238.7	P
1426124_a_at	1460.7	P
1426125_a_at	160.3	P
1426126_a_at	96.8	A
1426127_x_at	127.2	A
1426128_a_at	43.3	P
1426129_at	93.2	P
1426130_at	8.9	A
1426131_at	54.9	A
1426132_at	8.2	A
1426133_a_at	325.6	P
1426134_at	17.5	A
1426135_a_at	9.8	A
1426136_x_at	66.6	A
1426137_at	7.5	A
1426138_a_at	1694.4	P
1426139_a_at	11.1	A
1426140_x_at	1	A
1426141_at	31	A
1426142_a_at	5.5	A
1426143_at	6.9	A
1426144_x_at	2.3	A
1426145_at	20.7	A
1426146_a_at	87.3	P
1426147_s_at	41.8	A
1426148_at	52.7	M
1426149_at	86.7	A
1426150_at	7.9	A
1426151_a_at	71.1	P
1426152_a_at	79.3	M
1426153_a_at	1.1	A
1426154_s_at	13.6	A
1426155_a_at	2.2	A
1426156_at	4.5	A
1426157_a_at	5.3	A
1426158_at	15.1	A
1426159_x_at	93	A
1426160_a_at	235.6	P
1426161_at	10.4	A
1426162_a_at	11590.5	P
1426163_x_at	9506.9	P
1426164_a_at	168.5	P
1426165_a_at	221.8	P
1426166_at	28.8	A
1426167_a_at	17.1	A
1426168_a_at	23.1	A
1426169_a_at	662.5	P
1426170_a_at	11	A
1426171_x_at	14.9	A
1426172_a_at	71.6	P
1426173_at	23.3	A
1426174_s_at	22	A
1426175_a_at	170	P
1426176_a_at	2.5	A
1426177_a_at	24.2	A
1426178_at	10.6	A
1426179_a_at	83.3	P
1426180_a_at	79.8	P
1426181_a_at	18.3	A
1426182_a_at	2.5	A
1426183_a_at	35.1	A
1426184_a_at	721.2	P
1426185_at	4.1	A
1426186_a_at	7.7	A
1426187_a_at	2704.6	P
1426188_s_at	13.7	A
1426189_at	18.4	A
1426190_at	17	A
1426191_a_at	6.8	A
1426192_at	120.8	P
1426193_at	31.6	A
1426194_x_at	1.3	A
1426195_a_at	9027.9	P
1426196_at	20.4	A
1426197_at	1.8	A
1426198_at	5	A
1426199_x_at	1.4	A
1426200_at	18.2	P
1426201_at	37.6	A
1426202_at	5.5	A
1426203_at	32.8	A
1426204_a_at	22.6	A
1426205_at	3260.9	P
1426206_at	30.2	A
1426207_at	896.5	P
1426208_x_at	23.3	A
1426209_at	776	P
1426210_x_at	112.3	P
1426211_at	78.4	P
1426212_s_at	483.6	P
1426213_at	1246	P
1426214_at	70.6	A
1426215_at	27.9	A
1426216_at	408.3	P
1426217_at	159.4	P
1426218_at	58.9	P
1426219_at	3069.8	P
1426220_at	463.9	P
1426221_at	3279.1	P
1426222_s_at	136	P
1426223_at	48.9	A
1426224_x_at	3.4	A
1426225_at	25.3	A
1426226_at	135.8	P
1426227_s_at	282	P
1426228_at	0.7	A
1426229_s_at	11.4	A
1426230_at	44.9	P
1426231_at	0.8	A
1426232_at	151.3	P
1426233_at	178	P
1426234_s_at	1143.5	P
1426235_a_at	496.7	P
1426236_a_at	2054.3	P
1426237_at	285.1	P
1426238_at	14.1	A
1426239_s_at	772.7	P
1426240_at	1201	P
1426241_a_at	92	A
1426242_at	326.7	P
1426243_at	52.7	A
1426244_at	346.9	P
1426245_s_at	1458.5	P
1426246_at	50.7	P
1426247_at	1098.7	P
1426248_at	1270.9	P
1426249_at	598.8	P
1426250_s_at	84.6	A
1426251_at	1.7	A
1426252_a_at	12.4	A
1426253_at	188	P
1426254_at	755.4	P
1426255_at	11.3	A
1426256_at	3234.2	P
1426257_a_at	1421.2	P
1426258_at	216.2	P
1426259_at	166.6	P
1426260_a_at	3055.9	P
1426261_s_at	1117.7	P
1426262_at	82.9	A
1426263_at	81.1	P
1426264_at	835.8	P
1426265_x_at	1084.8	P
1426266_s_at	1058.2	P
1426267_at	18.9	P
1426268_at	5.7	A
1426269_at	990.2	P
1426270_at	259.5	P
1426271_at	448.5	P
1426272_at	105.5	P
1426273_at	12.4	A
1426274_at	11.5	A
1426275_a_at	413.5	P
1426276_at	271.8	P
1426277_at	201.1	P
1426278_at	398.1	P
1426279_at	1712.6	P
1426280_at	60.3	A
1426281_at	9.7	A
1426282_at	4.9	A
1426283_at	26.3	A
1426284_at	21.3	A
1426285_at	7.5	A
1426286_at	555.1	P
1426287_at	36.2	A
1426288_at	20.5	A
1426289_at	762	P
1426290_at	545.6	P
1426291_at	109.1	P
1426292_at	232.3	P
1426293_at	62.6	P
1426294_at	1.1	A
1426295_at	1.1	A
1426296_at	96	A
1426297_at	276.6	P
1426298_at	27.8	A
1426299_at	377.2	P
1426300_at	652.9	P
1426301_at	438.7	P
1426302_at	5.9	A
1426303_at	104.4	P
1426304_x_at	188.8	P
1426305_at	55.5	A
1426306_a_at	113.7	P
1426307_at	1587.9	P
1426308_at	13.5	A
1426309_at	23.5	A
1426310_at	330.1	P
1426311_s_at	596.5	P
1426312_at	910.7	P
1426313_at	920.6	P
1426314_at	36.5	P
1426315_a_at	131.6	P
1426316_at	117.3	P
1426317_at	42	A
1426318_at	11.1	A
1426319_at	0.9	A
1426320_at	72	A
1426321_at	4.1	A
1426322_a_at	64.7	A
1426323_x_at	670.9	P
1426324_at	486.6	P
1426325_at	15.3	A
1426326_at	510.2	P
1426327_s_at	293.1	P
1426328_a_at	2.1	A
1426329_s_at	46.3	P
1426330_at	45	A
1426331_a_at	8.1	A
1426332_a_at	4.1	A
1426333_a_at	359.3	P
1426334_a_at	608.2	P
1426335_at	4.7	A
1426336_at	20.2	A
1426337_a_at	15.9	A
1426338_a_at	33.7	A
1426339_at	21.8	A
1426340_at	13.2	A
1426341_at	5.8	A
1426342_at	3469.7	P
1426343_at	482.1	P
1426344_at	367.4	P
1426345_at	234.8	P
1426346_at	147.2	P
1426347_at	1030.6	P
1426348_at	111.2	A
1426349_s_at	911.2	P
1426350_at	1427.5	P
1426351_at	8109.9	P
1426352_s_at	68.4	A
1426353_at	1052.9	P
1426354_at	348.3	P
1426355_a_at	1808.9	P
1426356_at	456.5	P
1426357_at	334.8	P
1426358_at	378.3	P
1426359_at	298.2	P
1426360_at	285.2	A
1426361_at	329.7	P
1426362_at	144.6	P
1426363_x_at	48.3	P
1426364_at	441.7	P
1426365_at	464.8	P
1426366_at	349	P
