^SAMPLE = GSM913972
#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL
1425491_at	69.9	A
1425492_at	67	P
1425493_at	21.9	A
1425494_s_at	1.8	A
1425495_at	187	P
1425496_at	206.7	P
1425497_a_at	591.4	P
1425498_at	869.2	P
1425499_at	1.1	A
1425500_x_at	29.7	A
1425501_at	5.6	A
1425502_x_at	14.1	A
1425503_at	77.4	P
1425504_at	12.8	A
1425505_at	31.8	A
1425506_at	59.1	A
1425507_at	705.4	P
1425508_s_at	351.4	P
1425509_at	26.1	A
1425510_at	13.9	A
1425511_at	5.2	A
1425512_at	151.1	A
1425513_at	18.5	A
1425514_at	221.8	P
1425515_at	273.5	P
1425516_at	553	P
1425517_s_at	551.4	P
1425518_at	24.3	A
1425519_a_at	2295	P
1425520_a_at	162.2	P
1425521_at	24.5	P
1425522_at	41.2	A
1425523_at	587.6	P
1425524_at	37.1	P
1425525_a_at	299.1	P
1425526_a_at	5.9	A
1425527_at	2.5	A
1425528_at	1.4	A
1425529_s_at	623.9	P
1425530_a_at	4	A
1425531_at	784.6	P
1425532_a_at	260.5	P
1425533_a_at	479.4	P
1425534_at	111.1	A
1425535_at	7.5	A
1425536_at	502.6	P
1425537_at	129.9	P
1425538_x_at	132.9	P
1425539_a_at	2242	P
1425540_at	2.9	A
1425541_at	62.5	P
1425542_a_at	1503.8	P
1425543_s_at	46.6	A
1425544_at	9.8	A
1425545_x_at	7125.8	P
1425546_a_at	137	A
1425547_a_at	233.2	A
1425548_a_at	1591	P
1425549_at	7.2	A
1425550_a_at	1936.9	P
1425551_at	26.2	A
1425552_at	60.4	A
1425553_s_at	11	A
1425554_a_at	887	P
1425555_at	12.8	A
1425556_at	46.9	A
1425557_x_at	340.2	P
1425558_at	21.3	A
1425559_a_at	27	A
1425560_a_at	142	A
1425561_at	283.6	P
1425562_s_at	935.1	P
1425563_s_at	13	A
1425564_at	6.5	A
1425565_at	199.3	P
1425566_at	64.7	A
1425567_a_at	6518.4	P
1425568_a_at	2198	P
1425569_a_at	36.6	A
1425570_at	60.8	A
1425571_at	1.8	A
1425572_a_at	458.6	P
1425573_a_at	69.1	A
1425574_at	1.1	A
1425575_at	0.8	A
1425576_at	402	P
1425577_at	164.4	P
1425578_a_at	100.3	M
1425579_at	314.5	A
1425580_a_at	353.6	P
1425581_s_at	724.9	P
1425582_a_at	8.6	A
1425583_at	45.9	A
1425584_x_at	46.2	P
1425585_at	258.9	P
1425586_a_at	11.9	A
1425587_a_at	180.1	P
1425588_at	180.6	A
1425589_at	84.5	A
1425590_s_at	6	A
1425591_a_at	2126	P
1425592_at	112.2	P
1425593_at	156.8	P
1425594_at	36.5	A
1425595_at	16.6	A
1425596_at	3.2	A
1425597_a_at	88.6	P
1425598_a_at	904.7	P
1425599_a_at	448	P
1425600_a_at	37.5	A
1425601_a_at	55.9	A
1425602_a_at	34.7	A
1425603_at	86.9	A
1425604_at	7.6	A
1425605_a_at	59.5	A
1425606_at	29.2	A
1425607_at	139.5	A
1425608_at	204	P
1425609_at	306.7	A
1425610_s_at	338.5	M
1425611_a_at	304.7	P
1425612_at	25.3	P
1425613_at	56.9	A
1425614_x_at	3920.8	P
1425615_a_at	288.8	A
1425616_a_at	496.3	P
1425617_at	249.3	P
1425618_at	5.2	A
1425619_s_at	21.1	A
1425620_at	123.2	A
1425621_at	320.1	P
1425622_at	848.7	P
1425623_a_at	9.6	A
1425624_at	35.9	A
1425625_at	6.8	A
1425626_at	90.7	A
1425627_x_at	128.9	A
1425628_a_at	1722.3	P
1425629_a_at	365.1	A
1425630_at	85.1	A
1425631_at	12.1	A
1425632_a_at	142.3	A
1425633_at	49.4	A
1425634_a_at	7.4	A
1425635_at	53.1	A
1425636_at	31.7	A
1425637_at	13.6	A
1425638_at	7.1	A
1425639_at	53.1	P
1425640_at	29.1	A
1425641_at	52.9	P
1425642_at	28.2	P
1425643_at	9.4	A
1425644_at	1.2	A
1425645_s_at	32.3	A
1425646_at	49.9	P
1425647_at	15.8	A
1425648_at	68.5	A
1425649_at	155.9	A
1425650_at	112.2	P
1425651_at	78.2	P
1425652_s_at	14.4	A
1425653_at	29.5	A
1425654_a_at	139.6	P
1425655_at	1.6	A
1425656_a_at	430.1	P
1425657_at	26.3	A
1425658_at	1079.5	P
1425659_at	60.7	A
1425660_at	108.9	A
1425661_at	31.8	A
1425662_at	4.3	A
1425663_at	406.1	P
1425664_at	70.1	A
1425665_a_at	1940.4	P
1425666_at	6.1	A
1425667_at	14.8	A
1425668_a_at	83.1	M
1425669_at	72.8	M
1425670_at	64.7	P
1425671_at	6.3	A
1425672_a_at	6.9	A
1425673_at	111.5	A
1425674_a_at	1566.6	P
1425675_s_at	99.7	P
1425676_a_at	2874.5	P
1425677_a_at	5.9	A
1425678_a_at	164.8	P
1425679_a_at	9.3	A
1425680_a_at	237.3	P
1425681_a_at	1.3	A
1425682_a_at	322.2	P
1425683_at	4.4	A
1425684_at	79.7	P
1425685_at	12.7	A
1425686_at	368.3	P
1425687_at	55.2	P
1425688_a_at	30.9	A
1425689_at	29.6	A
1425690_at	6.5	A
1425691_at	29.9	A
1425692_a_at	37.5	A
1425693_at	121.5	P
1425694_at	7.5	A
1425695_at	16.9	A
1425696_at	13.1	A
1425697_at	25.9	A
1425698_a_at	84.2	P
1425699_a_at	235.1	A
1425700_at	98.5	A
1425701_a_at	134.8	P
1425702_a_at	201.8	P
1425703_at	3.2	A
1425704_at	211.1	P
1425705_a_at	272.3	P
1425706_a_at	153.7	P
1425707_a_at	5.9	A
1425708_at	9.6	A
1425709_at	9.2	A
1425710_a_at	7.5	A
1425711_a_at	484.1	P
1425712_at	13.9	A
1425713_a_at	295.3	P
1425714_a_at	1873.4	P
1425715_at	68.5	A
1425716_s_at	115.1	P
1425717_at	8.4	A
1425718_a_at	5792.7	P
1425719_a_at	529.6	P
1425720_at	37.4	P
1425721_at	105.1	P
1425722_at	18.7	P
1425723_at	20.1	A
1425724_at	11.8	A
1425725_s_at	187.1	P
1425726_x_at	363.3	P
1425727_at	17.5	A
1425728_at	57.7	A
1425729_at	5	A
1425730_at	39.6	A
1425731_at	228.9	P
1425732_a_at	229.3	M
1425733_a_at	71.6	A
1425734_a_at	25.4	A
1425735_at	18.5	A
1425736_at	234.7	P
1425737_at	8.7	A
1425738_at	20.6	A
1425739_at	116.2	P
1425740_at	17.6	A
1425741_at	100.1	P
1425742_a_at	3495.4	P
1425743_at	16	A
1425744_a_at	13.9	A
1425745_a_at	394	P
1425746_at	8.6	A
1425747_at	779.6	P
1425748_at	38.4	A
1425749_at	38.9	A
1425750_a_at	171.5	A
1425751_at	70.5	P
1425752_at	16.3	A
1425753_a_at	296.7	P
1425754_a_at	0.9	A
1425755_at	46	P
1425756_at	2.4	A
1425757_a_at	1.5	A
1425758_a_at	30.8	A
1425759_at	9.7	A
1425760_a_at	394.7	P
1425761_a_at	2680.7	P
1425762_a_at	208.9	A
1425763_x_at	25.8	A
1425764_a_at	349.2	P
1425765_at	12.6	A
1425766_x_at	25.7	A
1425767_a_at	16.7	A
1425768_at	60.6	A
1425769_x_at	168.6	P
1425770_at	5.8	A
1425771_at	33.8	A
1425772_at	21.1	A
1425773_s_at	162.3	P
1425774_at	48.8	A
1425775_at	19	A
1425776_a_at	178.5	P
1425777_at	74.6	P
1425778_at	12.1	A
1425779_a_at	30.1	A
1425780_a_at	2098.4	P
1425781_a_at	19.6	A
1425782_at	46	A
1425783_at	1	A
1425784_a_at	615	P
1425785_a_at	51.6	A
1425786_a_at	31.5	A
1425787_a_at	49.4	P
1425788_a_at	13	A
1425789_s_at	73.9	A
1425790_a_at	4.2	A
1425791_at	53.8	P
1425792_a_at	3.4	A
1425793_a_at	17.2	A
1425794_at	30.7	A
1425795_a_at	560	P
1425796_a_at	37.9	A
1425797_a_at	433.2	P
1425798_a_at	279.3	P
1425799_at	23.3	A
1425800_at	7.5	A
1425801_x_at	1236.3	P
1425802_a_at	7	A
1425803_a_at	280.4	P
1425804_at	60.7	A
1425805_a_at	477.8	P
1425806_a_at	480.8	P
1425807_at	49.9	P
1425808_a_at	17.9	A
1425809_at	39.2	M
1425810_a_at	653.4	P
1425811_a_at	1011.6	P
1425812_a_at	13.4	A
1425813_at	19.5	A
1425814_a_at	1341.6	P
1425815_a_at	548.4	P
1425816_at	1.5	A
1425817_a_at	47.1	A
1425818_at	22.2	A
1425819_at	95.9	A
1425820_x_at	163.6	P
1425821_at	141.3	P
1425822_a_at	104.9	A
1425823_at	4.2	A
1425824_a_at	110.8	A
1425825_at	48.2	P
1425826_a_at	14.5	A
1425827_at	68.8	A
1425828_at	4.1	A
1425829_a_at	448.1	P
1425830_a_at	296.6	P
1425831_at	18.4	A
1425832_a_at	60.4	P
1425833_a_at	5.4	A
1425834_a_at	101.5	A
1425835_a_at	136.5	M
1425836_a_at	12.6	A
1425837_a_at	357.7	P
1425838_at	54.6	P
1425839_at	46.7	A
1425840_a_at	9.1	A
1425841_at	13.6	A
1425842_at	15	A
1425843_at	83.2	P
1425844_a_at	329.5	P
1425845_a_at	360.6	P
1425846_a_at	33.5	A
1425847_a_at	14.8	P
1425848_a_at	37.8	A
1425849_at	47.4	A
1425850_a_at	76.3	A
1425851_a_at	11.1	A
1425852_at	24.6	A
1425853_s_at	21.5	A
1425854_x_at	3.8	A
1425855_a_at	316.8	P
1425856_at	11.1	A
1425857_at	70.1	A
1425858_at	148	P
1425859_a_at	2052.2	P
1425860_x_at	611.5	P
1425861_x_at	19.7	A
1425862_a_at	201.9	P
1425863_a_at	390.4	P
1425864_a_at	26.4	A
1425865_a_at	113.4	A
1425866_a_at	8.1	A
1425867_at	66.7	A
1425868_at	4.2	A
1425869_a_at	570.3	P
1425870_a_at	20.6	A
1425871_a_at	19.8	A
1425872_at	7.8	A
1425873_a_at	8	A
1425874_at	9.1	A
1425875_a_at	40.3	A
1425876_a_at	156.2	A
1425877_at	16.1	A
1425878_at	1.7	A
1425879_at	51.3	A
1425880_x_at	18	A
1425881_at	15.5	P
1425882_at	129.7	A
1425883_at	36.2	A
1425884_at	128.7	P
1425885_a_at	279	A
1425886_at	27.4	A
1425887_at	26.8	A
1425888_at	15.9	A
1425889_at	6.7	A
1425890_at	99	A
1425891_a_at	9.1	A
1425892_a_at	62.2	A
1425893_a_at	22.9	A
1425894_at	24.4	A
1425895_a_at	109.7	P
1425896_a_at	42.6	A
1425897_at	5.7	A
1425898_x_at	4	A
1425899_a_at	95.3	A
1425900_at	85	A
1425901_at	79.6	A
1425902_a_at	631.6	P
1425903_at	5.2	A
1425904_at	37.9	A
1425905_at	9.2	A
1425906_a_at	12.9	A
1425907_s_at	87.5	M
1425908_at	14.6	A
1425909_at	44.5	A
1425910_at	1.4	A
1425911_a_at	117.7	P
1425912_at	34.6	A
1425913_a_at	18.7	A
1425914_a_at	1.3	A
1425915_at	37.3	A
1425916_at	52.4	A
1425917_at	284.8	P
1425918_at	107.9	P
1425919_at	67.9	P
1425920_at	28.8	A
1425921_a_at	142.7	P
1425922_a_at	37.1	A
1425923_at	25.7	A
1425924_at	73.6	A
1425925_at	13.7	A
1425926_a_at	1.6	A
1425927_a_at	194.1	P
1425928_at	26	A
1425929_a_at	639.7	P
1425930_a_at	566.9	P
1425931_a_at	51.5	A
1425932_a_at	219.3	P
1425933_a_at	400.9	P
1425934_a_at	22.2	A
1425935_at	9.5	A
1425936_a_at	64.8	A
1425937_a_at	1094.2	P
1425938_a_at	20.8	A
1425939_at	23.3	A
1425940_a_at	138.2	P
1425941_a_at	28.3	A
1425942_a_at	125	P
1425943_at	22.8	A
1425944_a_at	121.7	P
1425945_at	4.5	A
1425946_at	113.2	P
1425947_at	5.5	A
1425948_a_at	53.3	A
1425949_at	3.5	A
1425950_at	95.4	P
1425951_a_at	1227.3	P
1425952_a_at	4	A
1425953_at	32.1	A
1425954_a_at	104	A
1425955_at	86.6	M
1425956_a_at	394.9	P
1425957_x_at	18.4	A
1425958_at	122.3	P
1425959_x_at	0.5	A
1425960_s_at	3.6	A
1425961_at	3.7	A
1425962_at	36.6	A
1425963_at	4.2	A
1425964_x_at	6	A
1425965_at	22.5	A
1425966_x_at	2427.6	P
1425967_a_at	9.4	A
1425968_s_at	167.1	P
1425969_a_at	470.7	P
1425970_a_at	43.2	A
1425971_at	29.8	A
1425972_a_at	358.9	P
1425973_at	28	A
1425974_a_at	1450.9	P
1425975_a_at	24.5	A
1425976_x_at	0.4	A
1425977_a_at	998.5	P
1425978_at	24.1	A
1425979_a_at	132.7	P
1425980_at	54.2	A
1425981_a_at	238.4	P
1425982_a_at	71.5	A
1425983_x_at	282.8	A
1425984_at	3.1	A
1425985_s_at	7.6	A
1425986_a_at	120.3	P
1425987_a_at	12.9	A
1425988_a_at	96.5	A
1425989_a_at	134.4	A
1425990_a_at	18.2	A
1425991_a_at	76.2	A
1425992_at	14.6	A
1425993_a_at	563.4	P
1425994_a_at	56.4	A
1425995_s_at	8.5	A
1425996_a_at	233.8	P
1425997_a_at	153.2	A
1425998_at	1.6	A
1425999_at	10.2	A
1426000_at	25.5	A
1426001_at	3.4	A
1426002_a_at	175.9	P
1426003_at	23.6	A
1426004_a_at	253.2	A
1426005_at	17	M
1426006_at	103.7	A
1426007_a_at	8.8	A
1426008_a_at	31.4	P
1426009_a_at	185.9	A
1426010_a_at	6.8	A
1426011_a_at	752.6	P
1426012_a_at	337	P
1426013_s_at	34.8	A
1426014_a_at	73.6	A
1426015_s_at	154.9	P
1426016_a_at	47.6	A
1426017_a_at	318.3	P
1426018_a_at	2.5	A
1426019_at	8.7	A
1426020_at	36.3	A
1426021_a_at	55.6	A
1426022_a_at	106.5	A
1426023_a_at	235.8	P
1426024_a_at	101.8	A
1426025_s_at	2800.3	P
1426026_at	38.1	A
1426027_a_at	229.6	P
1426028_a_at	11.1	A
1426029_a_at	3.8	A
1426030_a_at	755.5	P
1426031_a_at	3.9	A
1426032_at	39.3	A
1426033_at	20.5	A
1426034_a_at	46.2	A
1426035_at	25.9	A
1426036_a_at	3.5	A
1426037_a_at	41.6	A
1426038_at	7	A
1426039_a_at	85.9	A
1426040_a_at	28	A
1426041_a_at	23.1	A
1426042_at	5.6	A
1426043_a_at	36.8	A
1426044_a_at	6.2	A
1426045_at	8	A
1426046_a_at	341	P
1426047_a_at	4	A
1426048_s_at	32.3	A
1426049_a_at	147	P
1426050_at	3.4	A
1426051_a_at	368.6	P
1426052_at	100.2	P
1426053_a_at	672.6	P
1426054_at	41.4	A
1426055_a_at	189.8	A
1426056_at	4	A
1426057_a_at	3.6	A
1426058_a_at	3.1	A
1426059_at	8.4	A
1426060_at	90.1	A
1426061_x_at	51.8	A
1426062_a_at	226.7	A
1426063_a_at	3.6	A
1426064_at	16.2	A
1426065_a_at	53.3	A
1426066_a_at	3.6	A
1426067_x_at	227.6	A
1426068_at	241.1	P
1426069_s_at	10.9	A
1426070_a_at	15.8	A
1426071_at	8.1	A
1426072_at	7.2	A
1426073_at	60.6	P
1426074_at	57.1	A
1426075_at	7.9	A
1426076_at	79.8	P
1426077_at	7.8	A
1426078_a_at	613.9	P
1426079_at	32.4	A
1426080_a_at	77.3	A
1426081_a_at	104.1	A
1426082_a_at	49.6	A
1426083_a_at	4966.4	P
1426084_a_at	590.5	P
1426085_a_at	402.8	A
1426086_a_at	108.5	A
1426087_at	52.6	P
1426088_at	10645.5	P
1426089_a_at	722.5	P
1426090_a_at	64	P
1426091_a_at	19.2	A
1426092_a_at	41.6	A
1426093_at	45.9	M
1426094_at	85.7	A
1426095_a_at	176.5	P
1426096_at	34.5	A
1426097_a_at	53.5	A
1426098_a_at	938.6	P
1426099_at	36.7	M
1426100_a_at	131.6	P
1426101_at	4.2	A
1426102_at	3.7	A
1426103_a_at	6.9	A
1426104_at	13.4	A
1426105_a_at	99.3	A
1426106_a_at	26.3	A
1426107_at	2.8	A
1426108_s_at	33.9	A
1426109_a_at	195.7	A
1426110_a_at	103.4	A
1426111_x_at	838.1	P
1426112_a_at	824	P
1426113_x_at	286.5	P
1426114_at	2307.1	P
1426115_a_at	11.6	A
1426116_at	9.2	A
1426117_a_at	44.6	A
1426118_a_at	1573.9	P
1426119_at	0.8	A
1426120_a_at	44.4	A
1426121_at	65.9	A
1426122_a_at	64.5	A
1426123_a_at	288.9	P
1426124_a_at	1335.2	P
1426125_a_at	150.7	M
1426126_a_at	41.2	A
1426127_x_at	30	A
1426128_a_at	37.5	A
1426129_at	163.1	A
1426130_at	4.6	A
1426131_at	26.8	A
1426132_at	3.1	A
1426133_a_at	319.2	P
1426134_at	3.3	A
1426135_a_at	4.3	A
1426136_x_at	256.7	A
1426137_at	2.8	A
1426138_a_at	1727.1	P
1426139_a_at	49.8	A
1426140_x_at	6.6	A
1426141_at	40.9	A
1426142_a_at	0.7	A
1426143_at	19.4	A
1426144_x_at	5.1	A
1426145_at	8.1	A
1426146_a_at	209.4	P
1426147_s_at	48.2	A
1426148_at	69.3	A
1426149_at	79.8	A
1426150_at	9.2	A
1426151_a_at	46	A
1426152_a_at	74.3	A
1426153_a_at	14.2	A
1426154_s_at	24.4	A
1426155_a_at	19	A
1426156_at	22.7	A
1426157_a_at	4.1	A
1426158_at	32.1	A
1426159_x_at	122.5	P
1426160_a_at	291.9	P
1426161_at	14.9	A
1426162_a_at	10330.8	P
1426163_x_at	7277.4	P
1426164_a_at	153.3	P
1426165_a_at	305.2	P
1426166_at	36.4	A
1426167_a_at	11.6	A
1426168_a_at	199.5	P
1426169_a_at	1533.7	P
1426170_a_at	18.2	A
1426171_x_at	19.2	A
1426172_a_at	124.9	P
1426173_at	29.1	A
1426174_s_at	9.9	A
1426175_a_at	72.5	P
1426176_a_at	3.5	A
1426177_a_at	10.5	A
1426178_at	7.8	A
1426179_a_at	339.9	P
1426180_a_at	72.1	P
1426181_a_at	14.5	A
1426182_a_at	3.6	A
1426183_a_at	31	A
1426184_a_at	871.9	P
1426185_at	18.3	A
1426186_a_at	16.4	A
1426187_a_at	2666.2	P
1426188_s_at	22	A
1426189_at	29	A
1426190_at	7.2	A
1426191_a_at	7.2	A
1426192_at	106.4	A
1426193_at	30.2	A
1426194_x_at	1	A
1426195_a_at	8652.8	P
1426196_at	32.5	A
1426197_at	1.6	A
1426198_at	1.2	A
1426199_x_at	0.8	A
1426200_at	36.9	A
1426201_at	14.8	A
1426202_at	12.8	A
1426203_at	31.4	A
1426204_a_at	9	A
1426205_at	2886.8	P
1426206_at	34.1	A
1426207_at	997.9	P
1426208_x_at	7.4	A
1426209_at	1230.8	P
1426210_x_at	55.4	P
1426211_at	67.3	P
1426212_s_at	533.8	P
1426213_at	1227.8	P
1426214_at	105.1	A
1426215_at	17.1	A
1426216_at	595.4	P
1426217_at	98.3	A
1426218_at	41.6	P
1426219_at	3064	P
1426220_at	720.1	P
1426221_at	2316.7	P
1426222_s_at	111.8	P
1426223_at	106.7	A
1426224_x_at	7.9	A
1426225_at	45.5	P
1426226_at	235.1	P
1426227_s_at	341	P
1426228_at	0.8	A
1426229_s_at	24.2	P
1426230_at	80.1	A
1426231_at	2.3	A
1426232_at	101.2	A
1426233_at	217.9	P
1426234_s_at	948.5	P
1426235_a_at	478.5	P
1426236_a_at	1540.2	P
1426237_at	206	P
1426238_at	21	A
1426239_s_at	736.7	P
1426240_at	1757.3	P
1426241_a_at	169.2	M
1426242_at	464.3	P
1426243_at	93.9	A
1426244_at	503.8	P
1426245_s_at	1834.1	P
1426246_at	72.3	P
1426247_at	977.6	P
1426248_at	1392.5	P
1426249_at	1105.4	P
1426250_s_at	164.7	A
1426251_at	4.1	A
1426252_a_at	1.9	A
1426253_at	151	P
1426254_at	807.4	P
1426255_at	1.4	A
1426256_at	3603.2	P
1426257_a_at	1946.5	P
1426258_at	154.7	P
1426259_at	180	P
1426260_a_at	3060	P
1426261_s_at	888.1	P
1426262_at	86.4	A
1426263_at	50.7	A
1426264_at	1828.8	P
1426265_x_at	1978.8	P
1426266_s_at	754.9	P
1426267_at	37.7	P
1426268_at	11.1	A
1426269_at	770.6	P
1426270_at	192	P
1426271_at	297	P
1426272_at	87.2	P
1426273_at	9.7	A
1426274_at	28.1	A
1426275_a_at	333.3	P
1426276_at	290.9	P
1426277_at	331.5	P
1426278_at	694.3	P
1426279_at	1056	P
1426280_at	48.6	A
1426281_at	51.9	A
1426282_at	10.1	A
1426283_at	25.7	A
1426284_at	12.9	A
1426285_at	6.8	A
1426286_at	406	P
1426287_at	37.7	A
1426288_at	20.2	A
1426289_at	932.5	P
1426290_at	223.9	P
1426291_at	63.2	A
1426292_at	250.8	P
1426293_at	67.5	P
1426294_at	18.7	A
1426295_at	1	A
1426296_at	73.1	A
1426297_at	181.8	P
1426298_at	42.8	P
1426299_at	445.4	P
1426300_at	594	P
1426301_at	211.6	P
1426302_at	9.1	A
1426303_at	130.4	P
1426304_x_at	289	P
1426305_at	108.4	A
1426306_a_at	68.6	P
1426307_at	1669.7	P
1426308_at	20.7	A
1426309_at	24.6	A
1426310_at	535	P
1426311_s_at	711.1	P
1426312_at	1077.3	P
1426313_at	888.9	P
1426314_at	43	P
1426315_a_at	247.9	P
1426316_at	270	P
1426317_at	63.8	A
1426318_at	19.3	A
1426319_at	1.9	A
1426320_at	159.7	A
1426321_at	17.3	A
1426322_a_at	8.8	A
1426323_x_at	576.6	P
1426324_at	657	P
1426325_at	9.6	A
1426326_at	399	P
1426327_s_at	282.9	P
1426328_a_at	2.8	A
1426329_s_at	47.3	A
1426330_at	24.6	A
1426331_a_at	20.9	A
1426332_a_at	4	A
1426333_a_at	453.1	P
1426334_a_at	328.1	P
1426335_at	52	A
1426336_at	15.6	A
1426337_a_at	5	A
1426338_a_at	55	A
1426339_at	95.3	P
1426340_at	2.2	A
1426341_at	3.8	A
1426342_at	3723.4	P
1426343_at	525.6	P
1426344_at	285.8	P
1426345_at	434	P
1426346_at	209.8	P
1426347_at	723.5	P
1426348_at	122.6	A
1426349_s_at	465	P
1426350_at	1048.9	P
1426351_at	7409.7	P
1426352_s_at	63.9	A
1426353_at	951.4	P
1426354_at	491	P
1426355_a_at	2753.4	P
1426356_at	543	P
1426357_at	385.2	P
1426358_at	391.6	P
1426359_at	446.7	M
1426360_at	354.8	A
1426361_at	426.6	P
1426362_at	248	P
1426363_x_at	68	A
1426364_at	326.3	P
1426365_at	507.4	P
1426366_at	591.7	P
1426367_at	518.3	P
1426368_at	378.9	P
1426369_at	789.2	P
1426370_at	690.6	P
1426371_at	1227.3	P
1426372_a_at	184.7	P
1426373_at	317.7	P
1426374_at	1996.6	P
1426375_s_at	438.1	P
1426376_at	899.7	P
1426377_at	415	P
1426378_at	3129.3	P
1426379_at	1287.4	P
1426380_at	3005.7	P
1426381_at	513.3	P
1426382_at	597.5	P
1426383_at	55.2	A
1426384_a_at	4188.5	P
1426385_x_at	7572.9	P
1426386_at	1677.8	P
1426387_x_at	677.6	P
1426388_s_at	6.7	A
1426389_at	174.6	P
1426390_a_at	9852.5	P
1426391_at	23.2	A
1426392_a_at	7938.9	P
1426393_a_at	1684.1	P
1426394_at	1434.8	P
1426395_s_at	531.8	P
1426396_at	6.9	A
1426397_at	5040.7	P
1426398_at	528.7	P
1426399_at	25.9	A
1426400_a_at	3652.3	P
1426401_at	770.2	P
1426402_at	1481.7	P
1426403_at	144.7	P
1426404_a_at	786	P
1426405_at	78.9	P
1426406_at	832.2	P
1426407_at	2652.9	P
1426408_at	254.7	A
1426409_at	192.8	P
1426410_at	510	P
1426411_a_at	137.9	P
1426412_at	1.5	A
1426413_at	35	A
1426414_a_at	1254	P
1426415_a_at	398.3	P
1426416_a_at	983.4	P
1426417_at	68.3	A
1426418_at	4.4	A
1426419_at	342.1	P
1426420_at	47.8	P
1426421_s_at	141.7	P
1426422_at	120.9	P
1426423_at	624.8	P
1426424_at	240	A
1426425_at	1805.4	P
1426426_at	2451	P
1426427_at	102.3	P
1426428_at	240.5	P
1426429_at	27.5	A
1426430_at	121.6	A
1426431_at	7.8	A
1426432_a_at	11.3	A
1426433_at	17.7	A
1426434_at	464.7	P
1426435_at	1145.6	P
1426436_at	241.9	M
1426437_s_at	643.9	P
1426438_at	1.4	A
1426439_at	1.3	A
1426440_at	387.5	P
1426441_at	233.1	P
1426442_at	0.9	A
1426443_at	135.7	A
1426444_at	148.1	A
1426445_at	1107.9	P
1426446_at	104.6	P
1426447_at	736	P
1426448_at	298.1	P
1426449_a_at	864.5	P
1426450_at	319.2	P
1426451_at	449.4	P
1426452_a_at	4.4	A
1426453_at	646.1	P
1426454_at	7246.5	P
1426455_at	262.2	P
1426456_a_at	299.8	P
1426457_at	1286.1	P
1426458_at	89.5	P
1426459_s_at	1118.3	P
1426460_a_at	217.5	P
1426461_at	265.6	P
1426462_at	468.9	P
1426463_at	285.9	P
1426464_at	69.2	A
1426465_at	310.2	P
1426466_s_at	10.9	A
1426467_s_at	291	P
1426468_at	272.1	P
1426469_a_at	529.9	P
1426470_at	50.9	A
1426471_at	339.6	P
1426472_at	48.8	A
1426473_at	642.1	P
1426474_at	294.5	P
1426475_at	758.9	P
1426476_at	1384.2	P
1426477_at	693.4	P
1426478_at	152.4	P
1426479_a_at	234	P
1426480_at	717.4	P
1426481_at	130	P
1426482_at	545.5	P
1426483_at	499.9	P
1426484_at	216.7	P
1426485_at	845.6	P
1426486_at	1086.1	P
1426487_a_at	262.6	P
1426488_at	506	P
1426489_s_at	675.4	P
1426490_at	440	P
1426491_at	205.2	P
1426492_at	250.5	A
1426493_a_at	193.7	A
1426494_at	234.3	P
1426495_at	670.2	P
1426496_at	631.3	P
1426497_at	102.8	P
1426498_at	5.6	A
1426499_at	737.9	P
1426500_at	230.2	P
1426501_a_at	247.8	P
1426502_s_at	130.9	P
1426503_a_at	309.6	P
1426504_a_at	287.7	P
1426505_at	1620.4	P
1426506_at	92.7	A
1426507_at	79.8	A
1426508_at	151.4	A
1426509_s_at	9.7	A
1426510_at	213.6	P
1426511_at	50.8	A
1426512_at	5.3	A
1426513_at	118	P
1426514_at	5.5	A
1426515_a_at	628.6	P
1426516_a_at	179.4	P
1426517_at	0.9	A
1426518_at	230.7	A
1426519_at	300.2	P
1426520_at	18	A
1426521_at	286.9	P
1426522_at	2936.9	P
1426523_a_at	216.4	P
1426524_at	505	P
1426525_at	676.8	P
1426526_s_at	79.8	P
1426527_at	277	P
1426528_at	4499	P
1426529_a_at	2526.8	P
1426530_a_at	1129.6	P
1426531_at	593	P
1426532_at	325.9	P
1426533_at	824.6	P
1426534_a_at	153.4	P
1426535_at	436.5	P
1426536_at	295.9	P
1426537_at	88.3	P
1426538_a_at	395.4	P
1426539_at	209.1	P
1426540_at	188.1	A
1426541_a_at	222.1	P
1426542_at	95.2	P
1426543_x_at	135	P
1426544_a_at	201.9	P
1426545_at	144.1	P
1426546_at	91.8	P
1426547_at	1.9	A
1426548_a_at	546.6	P
1426549_at	21	A
1426550_at	4.7	A
1426551_at	7.8	A
1426552_a_at	4.3	A
1426553_at	389.8	P
1426554_a_at	4426.5	P
1426555_at	3113.1	P
1426556_at	280.7	P
1426557_at	98.5	P
1426558_x_at	649.7	P
1426559_at	1530.1	P
1426560_a_at	73.3	P
1426561_a_at	28.1	A
1426562_a_at	75.3	A
1426563_at	36.9	A
1426564_at	95.1	P
1426565_at	98.4	A
1426566_s_at	58.7	A
1426567_a_at	545.6	P
1426568_at	77.7	A
1426569_a_at	20.7	A
1426570_a_at	51.4	P
1426571_at	15.5	A
1426572_at	606	P
1426573_at	349	P
1426574_a_at	333.7	P
1426575_at	360.9	P
1426576_at	627.9	P
1426577_a_at	237	P
1426578_s_at	67.6	P
1426579_at	442.6	P
1426580_at	261.1	P
