Gene	GSM913972	GSM913973	GSM913974	GSM913975
ENSMUSG00000000001	10.587279755730131	9.772293807969822	12.530220563633103	12.291846208104538
ENSMUSG00000000003	0.08668938529977249	-0.09363467266417252	-0.05625337179919365	-0.01510569765982452
ENSMUSG00000000028	1.4631674697173302	1.3713770741509006	3.897713430199467	3.269704204213432
ENSMUSG00000000031	0.15475227822466955	0.06260658246546877	0.032193393669440455	0.0034676810797917307
ENSMUSG00000000037	0.6203808921105709	0.4682148960951764	0.4420774155202542	0.6833366654100643
ENSMUSG00000000049	0.02259063437273856	-0.02585595582392386	2.6941276641172587e-05	0.07860795773331439
ENSMUSG00000000056	1.1750120108534874	1.2664656644999361	0.7562844286061375	0.7486326294086872
ENSMUSG00000000058	3.709837182316571	4.340516728163839	3.254456471963892	3.694745089816281
ENSMUSG00000000078	4.030640643812085	4.097647863643998	3.662699443958323	4.348010361506505
ENSMUSG00000000085	0.8213981876876724	0.6716972828948494	0.7392846572150525	0.6664693835101303
ENSMUSG00000000088	67.18173659966298	65.06948645853507	65.06948645853507	62.32845380169199
ENSMUSG00000000093	-0.2752899264564631	-0.25943881616819253	-0.22229470811743496	-0.2214941482302809
ENSMUSG00000000094	-0.1371943111419558	-0.2186920744272815	-0.10031702655706085	-0.061408486204760804
ENSMUSG00000000103	0.07141259468573224	0.17374051727051165	0.04326258647990454	0.0370631241433005
ENSMUSG00000000120	0.14279425734428963	0.16922272963522836	0.17794781173082783	0.16183869751043828
ENSMUSG00000000125	-0.1642511334331822	-0.13497615041087768	-0.22477167617461877	-0.2397559850214972
ENSMUSG00000000126	-0.10808722326284743	-0.10388116109567788	-0.1446234182145332	-0.20430646197573815
ENSMUSG00000000127	1.207539761311375	1.2424444853441	1.355541026528643	1.5338315036007704
ENSMUSG00000000131	3.4264277636770615	3.982319154297704	4.118329612968106	4.284104425040663
ENSMUSG00000000142	0.019818758644300476	0.04630772187375054	0.043880896282109894	0.1422494456506623
ENSMUSG00000000148	0.5404816343725505	0.688299833803902	0.6563231274042001	0.6313167701303183
ENSMUSG00000000149	0.6856196814442999	0.8238267577887254	0.7399750035429343	0.7588259479519304
ENSMUSG00000000154	0.5958602623745791	0.7540886943807166	0.5676294686385145	0.6090289642276839
ENSMUSG00000000157	0.1792040881107177	0.29688766203459677	0.2065299453735997	0.150289332898224
ENSMUSG00000000159	-0.14624779027841883	-0.14425649535691137	-0.0856987042863284	-0.09117837088888847
ENSMUSG00000000168	7.318180724622394	7.039446718454575	4.503049996571751	4.63386457979674
ENSMUSG00000000171	24.02697323711419	23.818840243639194	17.339758842731374	17.46625076706715
ENSMUSG00000000182	-0.017359452609830975	0.07524141137696477	0.11547853867648857	0.12799417106227587
ENSMUSG00000000183	0.06098922891214473	0.2519564836523592	0.10432914018644585	0.06452944503236445
ENSMUSG00000000184	0.3076977373782695	0.18004503231711705	0.7260937993819481	0.27453320706423173
ENSMUSG00000000202	-0.15605472272881837	-0.21494442016415685	-0.14263609451536935	-0.13311042696052297
ENSMUSG00000000204	0.7870174167442722	0.41196958708777487	0.6042227081726904	0.4081592270425914
ENSMUSG00000000214	0.24626536537299673	0.21847016483950316	0.10162022784634926	0.13523226916974013
ENSMUSG00000000215	0.18950080260654167	0.18087174978392156	0.09436663707122396	0.011202333770010318
ENSMUSG00000000216	-0.10430352672776683	-0.05813880495940964	0.07586156629365834	0.059040768920183846
ENSMUSG00000000244	0.06209927592444932	0.06134137274274321	0.08048554239451408	0.1523273821348548
ENSMUSG00000000247	-0.21098278777702728	-0.2351812449993325	-0.18706360886660883	-0.18142512171388978
ENSMUSG00000000248	-0.06719742262370147	-0.110475100637981	-0.09104367374770887	-0.03531200664232091
ENSMUSG00000000253	2.4411715898822948	2.625846545397544	1.3708039158966414	1.4044598359393567
ENSMUSG00000000263	0.5038440239663132	0.6222021274395736	0.5860892705016113	0.39291051473556227
ENSMUSG00000000266	0.10075285322944452	0.14372594270247543	0.1121337712466126	0.2036550094580022
ENSMUSG00000000275	5.278527831313925	5.044849833116652	4.705558098201784	4.83232069959482
ENSMUSG00000000276	0.4612405664103696	0.464432260619454	0.5804584363975628	0.4843636978066791
ENSMUSG00000000278	23.76141659279604	19.402061763043577	9.76438343874354	10.061691390834675
ENSMUSG00000000282	0.5615084718782795	0.7360278789347231	0.8585053814542377	0.8903912465524259
ENSMUSG00000000290	40.4910423847008	37.851048263281584	41.970779903591826	40.7131349230812
ENSMUSG00000000295	2.5109878119701623	2.636187218051155	3.13970140464061	3.0043662388102064
ENSMUSG00000000296	0.15501652219002246	0.09826633470600098	0.20784500863393823	0.178224061818898
ENSMUSG00000000301	0.2678306943277105	0.3675139524589761	0.22371137283907847	0.1286381286451405
ENSMUSG00000000303	0.06609994977802254	0.16593491062963728	0.1938901530356071	0.054071222450790116
ENSMUSG00000000305	-0.012134136906691675	0.08211653965728619	-0.03471958940388672	0.012400803529389676
ENSMUSG00000000308	1.476357991561181	1.39304791226469	0.12204753365134166	0.1871840167512732
ENSMUSG00000000317	0.6873072273100329	0.48891041295245125	0.5670691323332182	0.699760306437678
ENSMUSG00000000318	1.5144424184630136	0.9532900924341536	0.4848543336804204	0.4001389239885923
ENSMUSG00000000320	0.016007353062746036	0.062352756663287406	0.011202333770010318	-0.013806662822451644
ENSMUSG00000000325	0.00394011311202272	0.023544130717048868	0.05443233590526461	0.04218127948007746
ENSMUSG00000000326	2.818342716958016	2.6954047207980087	2.186625525710747	2.1154745496355414
ENSMUSG00000000339	3.998485015168324	4.58763507493503	5.123393258094403	4.672816746930415
ENSMUSG00000000340	3.4614703414050485	2.846165070341141	2.322239100445059	2.6185937995587585
ENSMUSG00000000346	36.07686605518936	38.018908318867574	36.39041027190731	39.89914821160996
ENSMUSG00000000355	13.813492695391588	13.26209520820481	14.30174870492951	13.67778334891823
ENSMUSG00000000359	0.043880896282109894	-0.007402818242473941	-0.10603610772679044	-0.05702269396323791
ENSMUSG00000000365	-0.0735054127323261	-0.01986214163937913	-0.11318215188534034	0.03893467169649652
ENSMUSG00000000374	7.586788506237832	8.29328170677234	6.7838353774114974	6.934587348888703
ENSMUSG00000000378	2.3231633367331517	2.351684974303018	2.685043854050318	2.7262410879525825
ENSMUSG00000000381	0.41854974845137083	0.564280675279188	0.34945137620968175	0.35020704327947966
ENSMUSG00000000384	3.288041174206698	3.5339424993088233	2.7414851984699435	2.694393804145224
ENSMUSG00000000385	0.3860156115908513	0.30557866182252824	0.33430116508028773	0.33466617455297687
ENSMUSG00000000386	0.7048732920902587	0.5835328224147991	0.5243354656777044	0.3675139524589761
ENSMUSG00000000392	1.2766351303578052	1.0105177527249656	0.3999401734622233	0.3997460309354753
ENSMUSG00000000394	-0.19761612500496578	-0.13549408323055304	-0.16617243931561973	-0.13770450897939154
ENSMUSG00000000399	26.968177587995015	27.03824812651012	21.425090309441625	22.130883497936615
ENSMUSG00000000402	-0.025144826264633064	0.058062588303753146	0.05503025945543241	-0.019024011652709175
ENSMUSG00000000409	0.13072828679000967	0.14495713192128154	0.13905238503801207	0.07849046132071377
ENSMUSG00000000411	-0.18395005383637109	-0.16404454240307803	-0.20590547430878636	-0.20272554212536587
ENSMUSG00000000420	4.446879723916885	4.411193858725875	4.111555960725282	4.085625955144267
ENSMUSG00000000435	0.1029095308459931	0.23023064150101946	0.09826633470600098	0.1551557341883924
ENSMUSG00000000439	1.1782042616124957	1.2519379769086976	1.196930057855184	1.223224208072237
ENSMUSG00000000440	0.47293019841974915	0.4927635523354824	0.9203474198942	0.8174416103102103
ENSMUSG00000000441	4.666513765923805	4.795716204522489	4.737363308152927	5.0851890802910695
ENSMUSG00000000486	1.0058207760439264	0.7331892441933974	0.6065707194144148	0.6479947041477115
ENSMUSG00000000489	5.075873410134996	5.7307125693016605	2.858426198447147	3.296125160983448
ENSMUSG00000000530	0.6279494858995273	0.5412878787931295	0.7011420357296102	0.5434705895636649
ENSMUSG00000000531	0.11135215586038386	0.14185995451632774	0.2678306943277105	0.3000304979631418
ENSMUSG00000000532	1.8373105600384654	1.6549831483679467	1.5762953943959517	1.5144424184630136
ENSMUSG00000000538	0.41217230980433595	0.3530384779469605	0.29497720438617875	0.3853972340224756
ENSMUSG00000000544	0.23392349119963213	0.1984639402702005	0.22719951509927336	0.2953228049305668
ENSMUSG00000000552	1.854461145288285	1.2953441884904713	1.085585401997283	1.3270859022310773
ENSMUSG00000000555	1.4275645652025388	1.8186857784081316	1.5061367643346824	1.7308273212333165
ENSMUSG00000000560	0.480264013750631	0.41408758842050963	0.3645843436305091	0.4341592780747585
ENSMUSG00000000563	53.490224897934134	49.44740948774489	46.09625699409241	44.21761423223468
ENSMUSG00000000567	0.5826896168628966	0.3888477459151527	0.32923949464467034	0.30104677676545555
ENSMUSG00000000568	22.596264797485798	21.81500377584466	28.27004405741617	28.75715302120518
ENSMUSG00000000581	2.5367280251422555	2.606055862214972	2.404068987203229	2.3861086045903237
ENSMUSG00000000594	11.727425926616696	11.617363446277741	8.519525457700311	10.03674814408873
ENSMUSG00000000600	2.144822265245779	1.7216626625688436	2.3535081720866735	1.783171876092549
ENSMUSG00000000605	2.2117728754965986	2.620748540811852	1.8470736318872574	1.8268876644497376
ENSMUSG00000000627	-0.041787627758066825	0.11084704955803201	0.09765819612000919	-0.08623970478602505
ENSMUSG00000000628	2.9390090914445133	2.626856227712838	4.431108205022739	4.118329612968106
ENSMUSG00000000631	2.7295683480548734	3.0536273677448724	1.4940947537743379	1.656313817073285
ENSMUSG00000000632	0.4964069455119432	0.5362228719458985	0.4600685176317462	0.44075979748822997
ENSMUSG00000000673	0.7680618657871323	0.8301590712161443	0.9924041365814698	0.812426096627886
ENSMUSG00000000682	25.56663083912037	24.540245369363717	30.948158297290604	24.720162974577242
ENSMUSG00000000690	-0.14534446386299407	-0.13753863999706553	-0.1958696852273943	-0.18445914127717722
ENSMUSG00000000693	0.4396615455048949	0.47384319585316603	0.35931739070164836	0.3657623093477396
ENSMUSG00000000706	0.08769873209012675	0.11534621601576533	0.05088716754875892	0.03398712825869808
ENSMUSG00000000708	9.951004514736361	8.554968861316464	4.730961190112395	5.583406134712727
ENSMUSG00000000724	0.13931613136198753	0.05794352486847264	0.02692676761713233	0.033153347407315015
ENSMUSG00000000730	0.22067816580021155	0.3370952817777618	0.2686467012974901	0.3614754740512581
ENSMUSG00000000731	0.1109696645752249	0.25372544918053996	0.21002623756194522	0.11882554691501654
ENSMUSG00000000732	0.7839823817829569	0.8186036681730537	0.8470085001481428	0.7702528256661053
ENSMUSG00000000739	0.21016911198435048	0.3498217518252213	0.5184162079848744	0.49862110717692876
ENSMUSG00000000751	12.417547649338516	11.079925634111977	20.649278086593	19.006287442034424
ENSMUSG00000000753	0.44796392720320294	0.33522018139951254	0.5458307136558929	0.3759830124218902
ENSMUSG00000000759	2.8893224471925585	2.670420023230468	2.937767997057716	3.301441651540339
ENSMUSG00000000766	0.2988263480079181	0.32203029985038956	0.26913209342344246	0.21892429896489024
ENSMUSG00000000776	1.1366407349885974	1.3791383109750601	1.406890060753752	1.3514895729165406
ENSMUSG00000000787	29.37758412009602	26.734631310225016	31.488198278224267	29.542181817620648
ENSMUSG00000000791	0.10012318662436491	0.11009253253082926	0.10676201043271256	0.029535354796159482
ENSMUSG00000000792	0.6228081579002118	0.5093164104631672	0.5266676327103434	0.6182408132838078
ENSMUSG00000000794	0.18379382718279938	0.11521918305674303	0.232656631782338	0.1266683624933761
ENSMUSG00000000805	0.06296566688566353	0.025821138456468225	0.07636454849583885	0.12025636445432288
ENSMUSG00000000811	0.4653841322594214	0.570638514581625	0.7706117111583581	0.8031453403361278
ENSMUSG00000000817	-0.0804036047017668	-0.045792498420390196	-0.05129330773545793	-0.02585595582392386
ENSMUSG00000000826	3.157131052155674	3.232422109475168	2.586907702339271	2.7725452444886116
ENSMUSG00000000827	4.139199667505556	4.125450357535416	4.229566924562906	3.7037147338845413
ENSMUSG00000000838	2.762874092933415	2.395569437094653	2.2323012256553865	2.7089362228008538
ENSMUSG00000000861	0.14130717838674042	0.13824840079362047	0.24252042066006013	0.08931933399310206
ENSMUSG00000000869	-0.2971470182042773	-0.288043148795389	-0.31171903013053687	-0.3000610153476718
ENSMUSG00000000876	1.341090889178595	1.3026454581478175	1.342832755793324	1.20274632257778
ENSMUSG00000000881	0.0689467625734085	-0.030876363513554418	-0.00031940551204762325	0.04241456962404459
ENSMUSG00000000884	0.6843424215625755	0.7573575937936996	0.9146848903351599	0.8186036681730537
ENSMUSG00000000889	0.4483902311393771	0.35246864218394125	0.5607093478373634	0.4696351732426213
ENSMUSG00000000901	0.08497231410305123	0.028011525343914524	0.10420796607833102	0.13968590336897174
ENSMUSG00000000902	5.186373979178212	5.051797153516692	6.823574037595749	6.12568416407889
